DATETIME,TEMP_AIR,UMIDADE_REL,KW,KW2
2020-01-04 07:00:00,20.1,79.0,675.359986,67.53599859999999
2020-01-04 08:00:00,21.3,71.0,700.5599980000002,70.0559998
2020-01-04 09:00:00,22.5,71.0,811.440003,81.1440003
2020-01-04 10:00:00,23.6,58.0,806.400025,80.64000250000002
2020-01-04 11:00:00,22.3,72.0,818.159974,81.8159974
2020-01-04 12:00:00,22.8,71.0,803.039979,80.3039979
2020-01-04 13:00:00,25.1,65.0,811.440003,81.1440003
2020-01-04 14:00:00,25.1,62.0,808.080018,80.80800179999999
2020-01-04 15:00:00,22.9,72.0,799.679993,79.9679993
2020-01-04 16:00:00,19.7,90.0,794.6400150000002,79.4640015
2020-01-04 17:00:00,20.5,85.0,782.880005,78.2880005
2020-01-04 18:00:00,20.6,81.0,787.919983,78.7919983
2020-01-04 19:00:00,19.8,85.0,771.119996,77.11199959999998
2020-01-04 20:00:00,19.9,80.0,690.479981,69.04799809999999
2020-01-04 21:00:00,19.9,81.0,619.919983,61.9919983
2020-01-04 22:00:00,18.9,87.0,621.599976,62.1599976
2020-01-04 23:00:00,19.1,86.0,589.679993,58.9679993
2020-01-05 00:00:00,19.1,85.0,572.880005,57.2880005
2020-01-05 01:00:00,19.1,84.0,540.960022,54.0960022
2020-01-05 02:00:00,18.7,85.0,524.159974,52.4159974
2020-01-05 03:00:00,18.7,86.0,500.64001500000006,50.0640015
2020-01-05 04:00:00,18.7,85.0,520.799988,52.0799988
2020-01-05 05:00:00,18.7,86.0,504.0,50.4
2020-01-05 06:00:00,18.9,86.0,505.679993,50.5679993
2020-01-05 07:00:00,19.5,83.0,559.440003,55.944000300000006
2020-01-05 08:00:00,20.9,76.0,693.840027,69.3840027
2020-01-05 09:00:00,22.0,73.0,735.840027,73.5840027
2020-01-05 10:00:00,22.7,70.0,757.679993,75.7679993
2020-01-05 11:00:00,23.8,68.0,747.599976,74.75999759999998
2020-01-05 12:00:00,24.2,67.0,725.76001,72.576001
2020-01-05 13:00:00,24.4,67.0,766.080018,76.6080018
2020-01-05 14:00:00,25.7,61.0,766.080018,76.6080018
2020-01-05 15:00:00,27.0,57.0,750.960022,75.0960022
2020-01-05 16:00:00,23.3,71.0,739.200013,73.9200013
2020-01-05 17:00:00,21.6,79.0,720.719971,72.07199709999998
2020-01-05 18:00:00,20.6,87.0,697.200013,69.72000129999999
2020-01-05 19:00:00,20.6,86.0,683.76001,68.376001
2020-01-05 20:00:00,20.6,85.0,678.719971,67.87199709999999
2020-01-05 21:00:00,19.4,89.0,616.5599980000002,61.6559998
2020-01-05 22:00:00,18.4,89.0,576.239991,57.623999100000006
2020-01-05 23:00:00,18.8,88.0,517.440003,51.7440003
2020-01-06 00:00:00,18.6,87.0,502.320008,50.2320008
2020-01-06 01:00:00,18.3,86.0,504.0,50.4
2020-01-06 02:00:00,18.3,88.0,502.320008,50.2320008
2020-01-06 03:00:00,18.3,89.0,492.239991,49.2239991
2020-01-06 04:00:00,18.3,90.0,507.35998600000005,50.7359986
2020-01-06 05:00:00,18.2,90.0,502.320008,50.2320008
2020-01-06 06:00:00,19.0,91.0,505.679993,50.5679993
2020-01-06 07:00:00,22.2,76.0,643.440003,64.3440003
2020-01-06 08:00:00,23.4,71.0,576.239991,57.623999100000006
2020-01-06 09:00:00,23.7,67.0,114.239998,11.4239998
2020-01-06 10:00:00,24.6,62.0,586.320008,58.63200079999999
2020-01-06 11:00:00,26.5,55.0,636.719971,63.6719971
2020-01-06 12:00:00,26.6,57.0,809.76001,80.976001
2020-01-06 13:00:00,27.7,48.0,811.440003,81.1440003
2020-01-06 14:00:00,28.0,50.0,824.880005,82.4880005
2020-01-06 15:00:00,29.8,42.0,829.919983,82.9919983
2020-01-06 16:00:00,29.2,43.0,809.76001,80.976001
2020-01-06 17:00:00,28.7,43.0,816.479981,81.6479981
2020-01-06 18:00:00,28.5,47.0,834.960022,83.4960022
2020-01-06 19:00:00,26.7,49.0,834.960022,83.4960022
2020-01-06 20:00:00,25.7,58.0,791.28003,79.128003
2020-01-06 21:00:00,24.8,65.0,651.840027,65.1840027
2020-01-06 22:00:00,23.8,71.0,556.080018,55.60800179999999
2020-01-06 23:00:00,23.3,73.0,544.320008,54.43200079999999
2020-01-07 00:00:00,22.9,77.0,519.119996,51.9119996
2020-01-07 01:00:00,22.4,76.0,505.679993,50.5679993
2020-01-07 02:00:00,22.0,75.0,510.720002,51.07200020000001
2020-01-07 03:00:00,21.6,75.0,500.64001500000006,50.0640015
2020-01-07 04:00:00,21.4,77.0,488.880005,48.8880005
2020-01-07 05:00:00,22.2,71.0,495.600007,49.5600007
2020-01-07 06:00:00,22.5,70.0,485.51999000000006,48.551999
2020-01-07 07:00:00,23.8,67.0,599.76001,59.976001
2020-01-07 08:00:00,25.0,63.0,727.440003,72.7440003
2020-01-07 09:00:00,26.7,58.0,749.28003,74.928003
2020-01-07 10:00:00,27.4,55.0,735.840027,73.5840027
2020-01-07 11:00:00,29.0,50.0,747.599976,74.75999759999998
2020-01-07 12:00:00,29.7,44.0,677.039979,67.7039979
2020-01-07 13:00:00,29.4,44.0,603.119996,60.31199960000001
2020-01-07 14:00:00,30.1,44.0,702.239991,70.22399909999999
2020-01-07 15:00:00,30.4,41.0,556.080018,55.60800179999999
2020-01-07 16:00:00,30.7,41.0,579.599976,57.9599976
2020-01-07 17:00:00,31.0,39.0,643.440003,64.3440003
2020-01-07 18:00:00,29.6,47.0,860.159974,86.0159974
2020-01-07 19:00:00,29.0,51.0,890.400025,89.0400025
2020-01-07 20:00:00,28.4,52.0,883.679993,88.36799930000002
2020-01-07 21:00:00,21.7,78.0,703.919983,70.3919983
2020-01-07 22:00:00,21.1,85.0,697.200013,69.72000129999999
2020-01-07 23:00:00,21.2,88.0,750.960022,75.0960022
2020-01-08 00:00:00,21.4,89.0,665.28003,66.528003
2020-01-08 01:00:00,21.5,88.0,712.320008,71.2320008
2020-01-08 02:00:00,21.6,87.0,683.76001,68.376001
2020-01-08 03:00:00,21.3,83.0,655.200013,65.52000129999999
2020-01-08 04:00:00,21.5,83.0,581.28003,58.128003
2020-01-08 05:00:00,21.3,83.0,549.359986,54.93599860000001
2020-01-08 06:00:00,21.9,78.0,549.359986,54.93599860000001
2020-01-08 07:00:00,23.0,75.0,653.52002,65.352002
2020-01-08 08:00:00,24.3,72.0,677.039979,67.7039979
2020-01-08 09:00:00,24.9,69.0,796.320008,79.63200079999999
2020-01-08 10:00:00,26.7,67.0,806.400025,80.64000250000002
2020-01-08 11:00:00,27.7,63.0,878.6400150000002,87.8640015
2020-01-08 12:00:00,27.9,59.0,831.599976,83.1599976
2020-01-08 13:00:00,28.7,58.0,829.919983,82.9919983
2020-01-08 14:00:00,29.3,54.0,848.400025,84.8400025
2020-01-08 15:00:00,29.8,51.0,876.9600220000002,87.6960022
2020-01-08 16:00:00,29.0,57.0,900.4799810000002,90.04799809999999
2020-01-08 17:00:00,24.8,76.0,816.479981,81.6479981
2020-01-08 18:00:00,22.3,86.0,836.6400150000002,83.6640015
2020-01-08 19:00:00,20.4,91.0,806.400025,80.64000250000002
2020-01-08 20:00:00,21.2,91.0,792.960022,79.2960022
2020-01-08 21:00:00,21.8,90.0,687.119996,68.7119996
2020-01-08 22:00:00,22.0,88.0,655.200013,65.52000129999999
2020-01-08 23:00:00,21.6,89.0,675.359986,67.53599859999999
2020-01-09 00:00:00,20.5,90.0,651.840027,65.1840027
2020-01-09 01:00:00,21.5,89.0,656.880005,65.6880005
2020-01-09 02:00:00,21.3,86.0,534.239991,53.4239991
2020-01-09 03:00:00,21.4,85.0,524.159974,52.4159974
2020-01-09 04:00:00,21.6,83.0,527.52002,52.75200200000001
2020-01-09 05:00:00,22.0,82.0,522.479981,52.2479981
2020-01-09 06:00:00,21.8,83.0,500.64001500000006,50.0640015
2020-01-09 07:00:00,23.0,80.0,668.6400150000002,66.8640015
2020-01-09 08:00:00,25.7,69.0,781.200013,78.1200013
2020-01-09 09:00:00,25.4,69.0,826.5599980000002,82.6559998
2020-01-09 10:00:00,25.9,67.0,831.599976,83.1599976
2020-01-09 11:00:00,26.1,66.0,843.3599859999998,84.3359986
2020-01-09 12:00:00,27.8,63.0,853.4400029999998,85.3440003
2020-01-09 13:00:00,27.6,61.0,858.4799810000002,85.8479981
2020-01-09 14:00:00,27.6,60.0,848.400025,84.8400025
2020-01-09 15:00:00,28.7,54.0,855.1199960000001,85.5119996
2020-01-09 16:00:00,28.9,51.0,863.5200199999998,86.352002
2020-01-09 17:00:00,28.6,51.0,860.159974,86.0159974
2020-01-09 18:00:00,24.5,76.0,863.5200199999998,86.352002
2020-01-09 19:00:00,22.7,82.0,876.9600220000002,87.6960022
2020-01-09 20:00:00,22.7,81.0,848.400025,84.8400025
2020-01-09 21:00:00,22.7,80.0,628.320008,62.83200079999999
2020-01-09 22:00:00,22.9,80.0,586.320008,58.63200079999999
2020-01-09 23:00:00,23.1,80.0,571.200013,57.12000129999999
2020-01-10 00:00:00,23.2,80.0,535.919983,53.5919983
2020-01-10 01:00:00,23.2,80.0,509.040009,50.90400089999999
2020-01-10 02:00:00,23.2,79.0,488.880005,48.8880005
2020-01-10 03:00:00,22.8,82.0,498.959992,49.89599920000001
2020-01-10 04:00:00,22.8,80.0,492.239991,49.2239991
2020-01-10 05:00:00,22.7,81.0,468.720002,46.8720002
2020-01-10 06:00:00,22.6,82.0,505.679993,50.5679993
2020-01-10 07:00:00,23.1,79.0,576.239991,57.623999100000006
2020-01-10 08:00:00,25.0,73.0,586.320008,58.63200079999999
2020-01-10 09:00:00,25.7,68.0,823.200013,82.32000129999999
2020-01-10 10:00:00,28.0,60.0,841.679993,84.1679993
2020-01-10 11:00:00,27.3,63.0,878.6400150000002,87.8640015
2020-01-10 12:00:00,28.5,57.0,871.919983,87.1919983
2020-01-10 13:00:00,27.8,62.0,861.840027,86.1840027
2020-01-10 14:00:00,29.8,52.0,888.7199710000001,88.87199709999999
2020-01-10 15:00:00,30.5,47.0,866.8800050000001,86.6880005
2020-01-10 16:00:00,30.0,50.0,870.239991,87.0239991
2020-01-10 17:00:00,29.6,53.0,863.5200199999998,86.352002
2020-01-10 18:00:00,29.2,54.0,888.7199710000001,88.87199709999999
2020-01-10 19:00:00,28.0,55.0,888.7199710000001,88.87199709999999
2020-01-10 20:00:00,27.3,60.0,871.919983,87.1919983
2020-01-10 21:00:00,26.3,65.0,705.599976,70.55999759999997
2020-01-10 22:00:00,26.5,65.0,599.76001,59.976001
2020-01-10 23:00:00,26.1,66.0,584.6400150000002,58.4640015
2020-01-11 00:00:00,25.3,69.0,547.679993,54.7679993
2020-01-11 01:00:00,24.7,73.0,529.200013,52.92000129999999
2020-01-11 02:00:00,24.6,73.0,519.119996,51.9119996
2020-01-11 03:00:00,24.0,76.0,485.51999000000006,48.551999
2020-01-11 04:00:00,23.9,77.0,483.839997,48.3839997
2020-01-11 05:00:00,23.7,77.0,473.76001,47.376001
2020-01-11 06:00:00,23.6,78.0,502.320008,50.2320008
2020-01-11 07:00:00,24.5,75.0,848.400025,84.8400025
2020-01-11 08:00:00,25.9,71.0,856.7999880000001,85.6799988
2020-01-11 09:00:00,28.2,60.0,887.0399789999999,88.7039979
2020-01-11 10:00:00,28.3,59.0,918.960022,91.8960022
2020-01-11 11:00:00,29.0,55.0,924.0,92.4
2020-01-11 12:00:00,29.7,49.0,925.679993,92.5679993
2020-01-11 13:00:00,30.2,47.0,915.599976,91.5599976
2020-01-11 14:00:00,30.6,48.0,932.400025,93.2400025
2020-01-11 15:00:00,30.4,49.0,918.960022,91.8960022
2020-01-11 16:00:00,27.5,65.0,878.6400150000002,87.8640015
2020-01-11 17:00:00,27.6,57.0,873.599976,87.35999759999999
2020-01-11 18:00:00,26.9,61.0,887.0399789999999,88.7039979
2020-01-11 19:00:00,26.4,65.0,878.6400150000002,87.8640015
2020-01-11 20:00:00,26.2,67.0,870.239991,87.0239991
2020-01-11 21:00:00,26.0,67.0,747.599976,74.75999759999998
2020-01-11 22:00:00,25.8,70.0,613.200013,61.3200013
2020-01-11 23:00:00,24.9,75.0,683.76001,68.376001
2020-01-12 00:00:00,24.8,76.0,693.840027,69.3840027
2020-01-12 01:00:00,24.6,76.0,685.440003,68.54400030000001
2020-01-12 02:00:00,24.3,77.0,682.080018,68.20800179999999
2020-01-12 03:00:00,23.8,79.0,685.440003,68.54400030000001
2020-01-12 04:00:00,24.1,78.0,682.080018,68.20800179999999
2020-01-12 05:00:00,23.9,79.0,660.239991,66.0239991
2020-01-12 06:00:00,23.9,79.0,655.200013,65.52000129999999
2020-01-12 07:00:00,24.5,77.0,635.039979,63.5039979
2020-01-12 08:00:00,25.0,76.0,663.599976,66.3599976
2020-01-12 09:00:00,25.4,74.0,858.4799810000002,85.8479981
2020-01-12 10:00:00,25.8,70.0,865.2000130000001,86.52000129999998
2020-01-12 11:00:00,25.9,69.0,863.5200199999998,86.352002
2020-01-12 12:00:00,23.9,83.0,826.5599980000002,82.6559998
2020-01-12 13:00:00,22.4,88.0,811.440003,81.1440003
2020-01-12 14:00:00,22.4,89.0,824.880005,82.4880005
2020-01-12 15:00:00,22.9,88.0,828.239991,82.8239991
2020-01-12 16:00:00,24.1,81.0,828.239991,82.8239991
2020-01-12 17:00:00,22.9,86.0,816.479981,81.6479981
2020-01-12 18:00:00,23.1,81.0,685.440003,68.54400030000001
2020-01-12 19:00:00,21.9,86.0,683.76001,68.376001
2020-01-12 20:00:00,21.6,88.0,677.039979,67.7039979
2020-01-12 21:00:00,21.4,89.0,589.679993,58.9679993
2020-01-12 22:00:00,21.4,86.0,567.840027,56.7840027
2020-01-12 23:00:00,21.6,84.0,509.040009,50.90400089999999
2020-01-13 00:00:00,21.4,83.0,497.279999,49.7279999
2020-01-13 01:00:00,20.9,84.0,485.51999000000006,48.551999
2020-01-13 02:00:00,20.7,85.0,478.799988,47.8799988
2020-01-13 03:00:00,20.6,82.0,483.839997,48.3839997
2020-01-13 04:00:00,20.4,83.0,485.51999000000006,48.551999
2020-01-13 05:00:00,20.2,82.0,470.39999400000005,47.0399994
2020-01-13 06:00:00,20.7,81.0,482.160004,48.2160004
2020-01-13 07:00:00,21.5,81.0,577.919983,57.7919983
2020-01-13 08:00:00,22.2,77.0,821.52002,82.152002
2020-01-13 09:00:00,22.4,76.0,302.399994,30.2399994
2020-01-13 10:00:00,25.1,69.0,814.799988,81.4799988
2020-01-13 11:00:00,24.8,66.0,838.320008,83.83200079999997
2020-01-13 12:00:00,25.3,63.0,846.7199710000001,84.67199709999998
2020-01-13 13:00:00,24.7,69.0,841.679993,84.1679993
2020-01-13 14:00:00,25.3,64.0,841.679993,84.1679993
2020-01-13 15:00:00,24.1,69.0,811.440003,81.1440003
2020-01-13 16:00:00,22.7,77.0,823.200013,82.32000129999999
2020-01-13 17:00:00,22.8,76.0,792.960022,79.2960022
2020-01-13 18:00:00,21.5,79.0,794.6400150000002,79.4640015
2020-01-13 19:00:00,20.5,85.0,803.039979,80.3039979
2020-01-13 20:00:00,20.6,81.0,764.400025,76.4400025
2020-01-13 21:00:00,20.3,79.0,630.0,63.0
2020-01-13 22:00:00,20.4,79.0,507.35998600000005,50.7359986
2020-01-13 23:00:00,20.2,79.0,522.479981,52.2479981
2020-01-14 00:00:00,20.1,79.0,507.35998600000005,50.7359986
2020-01-14 01:00:00,19.7,73.0,488.880005,48.8880005
2020-01-14 02:00:00,19.5,76.0,487.200013,48.7200013
2020-01-14 03:00:00,19.3,78.0,488.880005,48.8880005
2020-01-14 04:00:00,19.0,77.0,492.239991,49.2239991
2020-01-14 05:00:00,19.0,78.0,480.4800110000001,48.0480011
2020-01-14 06:00:00,19.3,74.0,460.320008,46.0320008
2020-01-14 07:00:00,19.5,75.0,522.479981,52.2479981
2020-01-14 08:00:00,20.1,74.0,572.880005,57.2880005
2020-01-14 09:00:00,22.1,69.0,792.960022,79.2960022
2020-01-14 10:00:00,23.7,65.0,823.200013,82.32000129999999
2020-01-14 11:00:00,24.8,62.0,841.679993,84.1679993
2020-01-14 12:00:00,25.7,58.0,858.4799810000002,85.8479981
2020-01-14 13:00:00,26.3,58.0,834.960022,83.4960022
2020-01-14 14:00:00,25.5,62.0,834.960022,83.4960022
2020-01-14 15:00:00,25.5,62.0,829.919983,82.9919983
2020-01-14 16:00:00,25.4,63.0,840.0,84.0
2020-01-14 17:00:00,25.7,61.0,826.5599980000002,82.6559998
2020-01-14 18:00:00,23.2,71.0,834.960022,83.4960022
2020-01-14 19:00:00,22.0,77.0,836.6400150000002,83.6640015
2020-01-14 20:00:00,21.7,78.0,819.840027,81.9840027
2020-01-14 21:00:00,21.4,80.0,640.080018,64.00800179999999
2020-01-14 22:00:00,21.1,79.0,598.080018,59.80800179999999
2020-01-14 23:00:00,21.0,80.0,546.0,54.6
2020-01-15 00:00:00,21.0,79.0,493.920014,49.3920014
2020-01-15 01:00:00,20.8,79.0,451.920014,45.1920014
2020-01-15 02:00:00,20.5,78.0,438.4800110000001,43.8480011
2020-01-15 03:00:00,20.5,76.0,445.200013,44.5200013
2020-01-15 04:00:00,20.3,75.0,451.920014,45.1920014
2020-01-15 05:00:00,19.8,78.0,440.160004,44.0160004
2020-01-15 06:00:00,20.3,77.0,388.079987,38.8079987
2020-01-15 07:00:00,20.9,75.0,564.479981,56.4479981
2020-01-15 08:00:00,22.1,72.0,631.679993,63.1679993
2020-01-15 09:00:00,24.1,68.0,818.159974,81.8159974
2020-01-15 10:00:00,25.3,62.0,855.1199960000001,85.5119996
2020-01-15 11:00:00,27.9,62.0,873.599976,87.35999759999999
2020-01-15 12:00:00,29.7,52.0,858.4799810000002,85.8479981
2020-01-15 13:00:00,29.4,47.0,875.2800300000001,87.528003
2020-01-15 14:00:00,30.7,39.0,910.559998,91.0559998
2020-01-15 15:00:00,30.4,39.0,860.159974,86.0159974
2020-01-15 16:00:00,31.1,47.0,836.6400150000002,83.6640015
2020-01-15 17:00:00,29.8,52.0,860.159974,86.0159974
2020-01-15 18:00:00,28.6,55.0,792.960022,79.2960022
2020-01-15 19:00:00,26.7,62.0,799.679993,79.9679993
2020-01-15 20:00:00,26.3,64.0,850.080018,85.00800179999997
2020-01-15 21:00:00,25.6,67.0,757.679993,75.7679993
2020-01-15 22:00:00,25.4,68.0,640.080018,64.00800179999999
2020-01-15 23:00:00,24.7,74.0,628.320008,62.83200079999999
2020-01-16 00:00:00,24.4,78.0,593.039979,59.30399789999999
2020-01-16 01:00:00,23.6,79.0,551.039979,55.1039979
2020-01-16 02:00:00,23.6,81.0,542.6400150000002,54.2640015
2020-01-16 03:00:00,23.3,82.0,534.239991,53.4239991
2020-01-16 04:00:00,23.2,83.0,510.720002,51.07200020000001
2020-01-16 05:00:00,23.0,83.0,512.400025,51.2400025
2020-01-16 06:00:00,23.9,74.0,525.840027,52.5840027
2020-01-16 07:00:00,25.8,68.0,601.440003,60.1440003
2020-01-16 08:00:00,27.3,59.0,680.400025,68.0400025
2020-01-16 09:00:00,28.8,56.0,903.840027,90.3840027
2020-01-16 10:00:00,30.0,52.0,905.52002,90.552002
2020-01-16 11:00:00,31.1,41.0,895.4400029999998,89.54400030000002
2020-01-16 12:00:00,30.6,44.0,910.559998,91.0559998
2020-01-16 13:00:00,25.3,67.0,888.7199710000001,88.87199709999999
2020-01-16 14:00:00,31.4,50.0,935.76001,93.576001
2020-01-16 15:00:00,30.2,48.0,892.080018,89.20800179999998
2020-01-16 16:00:00,22.6,89.0,873.599976,87.35999759999999
2020-01-16 17:00:00,21.4,90.0,855.1199960000001,85.5119996
2020-01-16 18:00:00,22.7,81.0,878.6400150000002,87.8640015
2020-01-16 19:00:00,23.5,77.0,858.4799810000002,85.8479981
2020-01-16 20:00:00,23.3,79.0,851.76001,85.176001
2020-01-16 21:00:00,23.1,80.0,730.799988,73.0799988
2020-01-16 22:00:00,22.8,81.0,606.479981,60.6479981
2020-01-16 23:00:00,20.8,91.0,594.719971,59.4719971
2020-01-17 00:00:00,20.8,91.0,549.359986,54.93599860000001
2020-01-17 01:00:00,21.2,91.0,514.080018,51.4080018
2020-01-17 02:00:00,21.1,90.0,507.35998600000005,50.7359986
2020-01-17 03:00:00,20.5,90.0,485.51999000000006,48.551999
2020-01-17 04:00:00,19.6,87.0,480.4800110000001,48.0480011
2020-01-17 05:00:00,19.0,84.0,428.39999400000005,42.8399994
2020-01-17 06:00:00,18.6,82.0,477.119996,47.71199960000001
2020-01-17 07:00:00,19.2,81.0,567.840027,56.7840027
2020-01-17 08:00:00,19.8,82.0,761.039979,76.10399790000002
2020-01-17 09:00:00,19.3,81.0,759.359986,75.93599859999998
2020-01-17 10:00:00,20.7,76.0,708.960022,70.8960022
2020-01-17 11:00:00,21.1,72.0,628.320008,62.83200079999999
2020-01-17 12:00:00,20.7,74.0,705.599976,70.55999759999997
2020-01-17 13:00:00,21.6,70.0,603.119996,60.31199960000001
2020-01-17 14:00:00,21.2,71.0,579.599976,57.9599976
2020-01-17 15:00:00,20.4,74.0,638.400025,63.8400025
2020-01-17 16:00:00,20.0,73.0,677.039979,67.7039979
2020-01-17 17:00:00,19.1,78.0,677.039979,67.7039979
2020-01-17 18:00:00,18.2,82.0,678.719971,67.87199709999999
2020-01-17 19:00:00,18.2,81.0,655.200013,65.52000129999999
2020-01-17 20:00:00,17.2,88.0,631.679993,63.1679993
2020-01-17 21:00:00,17.3,86.0,584.6400150000002,58.4640015
2020-01-17 22:00:00,17.7,85.0,527.52002,52.75200200000001
2020-01-17 23:00:00,17.9,83.0,527.52002,52.75200200000001
2020-01-18 00:00:00,17.7,85.0,546.0,54.6
2020-01-18 01:00:00,17.5,87.0,547.679993,54.7679993
2020-01-18 02:00:00,17.6,85.0,539.28003,53.928003
2020-01-18 03:00:00,17.8,84.0,504.0,50.4
2020-01-18 04:00:00,18.0,84.0,485.51999000000006,48.551999
2020-01-18 05:00:00,18.0,83.0,473.76001,47.376001
2020-01-18 07:00:00,18.7,78.0,574.5599980000002,57.4559998
2020-01-18 08:00:00,19.3,77.0,628.320008,62.83200079999999
2020-01-18 09:00:00,20.2,73.0,715.679993,71.5679993
2020-01-18 10:00:00,20.4,73.0,719.039979,71.90399790000002
2020-01-18 11:00:00,21.1,69.0,734.159974,73.41599740000002
2020-01-18 12:00:00,22.6,65.0,745.919983,74.5919983
2020-01-18 13:00:00,23.4,61.0,744.239991,74.42399909999997
2020-01-18 14:00:00,23.6,62.0,747.599976,74.75999759999998
2020-01-18 18:00:00,20.2,78.0,722.400025,72.2400025
2020-01-18 19:00:00,20.1,79.0,643.440003,64.3440003
2020-01-18 20:00:00,19.9,79.0,665.28003,66.528003
2020-01-18 21:00:00,19.5,83.0,593.039979,59.30399789999999
2020-01-18 22:00:00,19.5,80.0,577.919983,57.7919983
2020-01-18 23:00:00,19.6,79.0,549.359986,54.93599860000001
2020-01-19 00:00:00,19.5,80.0,537.599976,53.75999760000001
2020-01-19 01:00:00,18.7,87.0,487.200013,48.7200013
2020-01-19 02:00:00,19.1,83.0,473.76001,47.376001
2020-01-19 03:00:00,19.4,82.0,480.4800110000001,48.0480011
2020-01-19 04:00:00,19.3,81.0,483.839997,48.3839997
2020-01-19 05:00:00,19.3,82.0,483.839997,48.3839997
2020-01-19 06:00:00,19.4,82.0,502.320008,50.2320008
2020-01-19 07:00:00,19.6,80.0,589.679993,58.9679993
2020-01-19 08:00:00,20.0,79.0,579.599976,57.9599976
2020-01-19 09:00:00,20.2,78.0,604.799988,60.4799988
2020-01-19 10:00:00,20.4,81.0,603.119996,60.31199960000001
2020-01-19 11:00:00,21.8,72.0,596.400025,59.6400025
2020-01-19 12:00:00,23.1,65.0,623.28003,62.328003
2020-01-19 13:00:00,25.2,58.0,626.6400150000002,62.66400150000001
2020-01-19 14:00:00,25.0,59.0,608.159974,60.81599739999999
2020-01-19 15:00:00,24.0,66.0,821.52002,82.152002
2020-01-19 16:00:00,24.1,66.0,823.200013,82.32000129999999
2020-01-19 17:00:00,24.1,66.0,799.679993,79.9679993
2020-01-19 18:00:00,22.3,70.0,784.5599980000002,78.4559998
2020-01-19 19:00:00,20.7,77.0,727.440003,72.7440003
2020-01-19 20:00:00,20.7,79.0,702.239991,70.22399909999999
2020-01-19 21:00:00,20.3,80.0,561.119996,56.1119996
2020-01-19 22:00:00,20.3,75.0,497.279999,49.7279999
2020-01-19 23:00:00,20.1,77.0,478.799988,47.8799988
2020-01-20 00:00:00,19.5,80.0,482.160004,48.2160004
2020-01-20 01:00:00,19.2,83.0,473.76001,47.376001
2020-01-20 02:00:00,19.4,80.0,436.799988,43.67999879999999
2020-01-20 03:00:00,19.4,81.0,430.079987,43.0079987
2020-01-20 04:00:00,19.4,80.0,409.920014,40.9920014
2020-01-20 05:00:00,19.4,78.0,420.0,42.0
2020-01-20 06:00:00,19.5,77.0,460.320008,46.0320008
2020-01-20 07:00:00,20.0,75.0,539.28003,53.928003
2020-01-20 08:00:00,20.9,73.0,557.76001,55.776001
2020-01-20 09:00:00,22.1,68.0,285.600007,28.5600007
2020-01-20 10:00:00,23.6,62.0,722.400025,72.2400025
2020-01-20 11:00:00,24.0,60.0,725.76001,72.576001
2020-01-20 12:00:00,25.1,56.0,841.679993,84.1679993
2020-01-20 13:00:00,24.7,62.0,794.6400150000002,79.4640015
2020-01-20 14:00:00,24.6,62.0,813.119996,81.3119996
2020-01-20 15:00:00,24.5,62.0,834.960022,83.4960022
2020-01-20 16:00:00,23.8,66.0,836.6400150000002,83.6640015
2020-01-20 17:00:00,21.9,71.0,767.76001,76.77600100000002
2020-01-20 18:00:00,21.0,75.0,749.28003,74.928003
2020-01-20 19:00:00,20.7,73.0,729.119996,72.91199959999999
2020-01-20 20:00:00,20.4,73.0,715.679993,71.5679993
2020-01-20 21:00:00,19.9,69.0,613.200013,61.3200013
2020-01-20 22:00:00,19.3,74.0,525.840027,52.5840027
2020-01-20 23:00:00,18.7,78.0,500.64001500000006,50.0640015
2020-01-21 00:00:00,18.5,78.0,453.600007,45.36000070000001
2020-01-21 01:00:00,18.3,79.0,468.720002,46.8720002
2020-01-21 02:00:00,17.8,80.0,431.76001,43.176001
2020-01-21 03:00:00,17.5,81.0,445.200013,44.5200013
2020-01-21 04:00:00,17.1,81.0,445.200013,44.5200013
2020-01-21 05:00:00,17.1,79.0,433.4400030000001,43.3440003
2020-01-21 06:00:00,17.5,78.0,455.279999,45.5279999
2020-01-21 07:00:00,18.2,78.0,493.920014,49.3920014
2020-01-21 08:00:00,20.2,68.0,672.0,67.2
2020-01-21 09:00:00,21.0,65.0,695.52002,69.552002
2020-01-21 10:00:00,22.5,60.0,715.679993,71.5679993
2020-01-21 11:00:00,24.2,56.0,762.719971,76.2719971
2020-01-21 12:00:00,25.5,48.0,798.0,79.8
2020-01-21 13:00:00,26.3,42.0,779.52002,77.95200200000002
2020-01-21 14:00:00,27.1,48.0,799.679993,79.9679993
2020-01-21 15:00:00,26.0,53.0,799.679993,79.9679993
2020-01-21 16:00:00,25.2,55.0,779.52002,77.95200200000002
2020-01-21 17:00:00,23.0,62.0,742.5599980000002,74.2559998
2020-01-21 18:00:00,22.0,68.0,772.799988,77.2799988
2020-01-21 19:00:00,21.0,69.0,761.039979,76.10399790000002
2020-01-21 20:00:00,20.5,72.0,729.119996,72.91199959999999
2020-01-21 21:00:00,20.3,73.0,606.479981,60.6479981
2020-01-21 22:00:00,19.7,75.0,603.119996,60.31199960000001
2020-01-21 23:00:00,19.5,75.0,567.840027,56.7840027
2020-01-22 00:00:00,19.2,75.0,537.599976,53.75999760000001
2020-01-22 01:00:00,18.8,78.0,492.239991,49.2239991
2020-01-22 02:00:00,18.7,78.0,542.6400150000002,54.2640015
2020-01-22 03:00:00,18.8,75.0,493.920014,49.3920014
